noise,ir,features,mean_mse,std_mse,modus_alpha,mean_selected_total,std_selected_total,mean_correct_selected,std_correct_selected,mean_grid_time,std_grid_time,mean_precision,std_precision,mean_recall,std_recall,p/n,mean_precision5,std_precision5,mean_precision10,std_precision10
0.01,0.001,5000,55.122750211201954,7.017372537257787,9.999999999999999e-05,4573.24,226.56280012393916,4.94,0.23748684174075835,0.268041353225708,0.1721598948254888,0.0010824017652504771,6.916658308487985e-05,0.9880000000000001,0.04749736834815166,50.0,0.568,0.11565465835840769,0.592,0.11285388783732708
0.01,0.01,500,45.124324069757684,5.492762175530832,9.999999999999999e-05,496.34,2.31179583873663,5.0,0.0,0.14742188930511474,0.018138308850250095,0.010073960275549396,4.734348344383281e-05,1.0,0.0,5.0,0.72,0.11313708498984762,0.7839999999999998,0.11200000000000002
0.01,0.1,50,0.0002021526426170905,4.4805853467479024e-05,9.999999999999999e-05,25.68,3.765315391836386,5.0,0.0,0.13997795104980468,0.021944902822225075,0.1990400633629054,0.030201824995007204,1.0,0.0,0.5,1.0,0.0,1.0,0.0
0.1,0.001,5000,55.10616890806991,7.003068817841955,9.999999999999999e-05,4572.44,225.33389980204933,4.94,0.23748684174075835,0.2429022264480591,0.013468629348809982,0.0010825638462923462,6.89461137423923e-05,0.9880000000000001,0.04749736834815166,50.0,0.568,0.11565465835840769,0.592,0.11285388783732708
0.1,0.01,500,45.13267040864253,5.494699696599024,9.999999999999999e-05,496.66,2.0553345226507536,5.0,0.0,0.15329734325408936,0.020892247959844932,0.010067422681601736,4.191583492091504e-05,1.0,0.0,5.0,0.7160000000000001,0.11377170122662315,0.7839999999999998,0.11200000000000002
0.1,0.1,50,0.020221697999801586,0.004459713580027267,9.999999999999999e-05,47.4,1.833030277982336,5.0,0.0,0.1358124351501465,0.023972825560678205,0.10564759276008778,0.004203277619925425,1.0,0.0,0.5,1.0,0.0,1.0,0.0
