noise,ir,features,mean_mse,std_mse,mean_selected,std_selected,mode_n_estimators,mode_max_depth,mode_min_samples_split,mode_min_samples_leaf,mode_max_features,mean_grid_time,std_grid_time,mean_correct_selected,std_correct_selected,mean_precision,std_precision,mean_recall,std_recall,p/n,mean_precision5,std_precision5,mean_precision10,std_precision10
0.01,0.001,5000,39.2270795474325,6.1262461804199955,169.0,51.16913131957587,100,,2,1,1666,34.95421172618866,0.7305584047990215,3.38,0.6289674077406555,0.022178897328932967,0.008280902642767837,0.676,0.1257934815481311,50.0,0.5199999999999999,0.1058300524425836,0.556,0.11516944039110374
0.01,0.01,500,33.092780173486624,4.830028035887952,200.6,17.661257033405068,100,,2,1,166,11.514674634933472,0.22791945259316546,4.62,0.5617828762075255,0.02314065944986134,0.003082822069265199,0.924,0.11235657524150511,5.0,0.6240000000000001,0.10307278981380101,0.6839999999999999,0.10650821564555481
0.01,0.1,50,23.761519811034212,4.588079473529894,50.0,0.0,100,10.0,2,1,16,8.565741982460022,0.21019366094498362,5.0,0.0,0.09999999999999998,2.7755575615628914e-17,1.0,0.0,0.5,0.7839999999999998,0.10461357464497617,0.8719999999999999,0.11142710621747295
0.1,0.001,5000,39.40703053276121,6.034270513945621,175.62,53.19845486477968,100,,2,2,1666,34.93249264717102,0.7259875889894428,3.4,0.66332495807108,0.02175608853304678,0.009372765369690896,0.6799999999999998,0.13266499161421602,50.0,0.512,0.1070327052820772,0.5399999999999999,0.11489125293076057
0.1,0.01,500,33.14595164979942,4.854649704145158,199.52,17.792402873136613,100,,2,1,166,11.51651176929474,0.16359306537114904,4.58,0.532541078227774,0.02306106169701795,0.0028835276183408727,0.9159999999999999,0.10650821564555477,5.0,0.64,0.09797958971132714,0.6920000000000001,0.11461239025515525
0.1,0.1,50,23.5930263959432,4.503967062060905,50.0,0.0,100,10.0,2,1,16,8.505905675888062,0.2491854031781856,5.0,0.0,0.09999999999999998,2.7755575615628914e-17,1.0,0.0,0.5,0.7879999999999998,0.10127191120937731,0.8719999999999999,0.104
